"","spName","Pvalue","adjP","EstMerc","EstMrip","meanDiff","site","time","sig"
"1","BLACK DRUM",0.00077263774356565,0.0046358264613939,0.950464285714286,2.11868726918195,-1.16822298346766,"NOLA","A",TRUE
"2","GRAY SNAPPER",1,1,1.92983431352941,1.61999999998033,0.309834313549083,"NOLA","A",FALSE
"3","RED DRUM",0.322374275652383,0.644748551304766,1.82767191780822,1.95419788543286,-0.126525967624642,"NOLA","A",FALSE
"4","SHEEPSHEAD",0.00856159473276045,0.0415973467049675,0.983819178082192,1.26045888685982,-0.276639708777632,"NOLA","A",TRUE
"5","SOUTHERN FLOUNDER",0.0103993366762419,0.0415973467049675,0.604435714285714,0.474035352811548,0.130400361474166,"NOLA","A",TRUE
"6","SPOTTED SEATROUT",0.018423960242975,0.0552718807289249,0.6525375,0.476078195329169,0.176459304670831,"NOLA","A",FALSE
